,Word,Senses,Glosa,PoS,SynsetPoS
645,Alpeak,1,"hiru amaiera mendian, Hautacam, Mont Ventoux eta Courchevel, eta Alpeak aldenik alde azken astean",n,eus-30-09194357-n
646,mendi,2,Aralar mendia da mendi guztien artean trikuarrietan txapeldun,n,eus-30-09434345-n
647,aho,7,"geldiketa bikainak egin zituen Athleticeko atezainak, ahoko zuloan eginiko jaurtiketak desbideratuz",n,eus-30-09362469-n
648,hutsune,4,mitin politiko baten irudi batean jendeak okupatutako maila hutsune handiekin ikusten da,n,eus-30-09379111-n
649,liga,3,sagardo botilaren azpiko aldean ikus daitekeen liga naturaltasunaren bermea da,n,eus-30-09337406-n
650,liga,4,beherantz sakatu behar da kafearen liga hondoan gera dadin,n,eus-30-09269972-n
651,pilo,5,haizeak zuhaitzetatik eroritako hostoak piletan batu zituen,n,eus-30-09270233-n
652,mundu,6,existitzen den guztia mundukoa besterik ezin da izan,n,eus-30-09466280-n
653,mutur,20,lorerik ez duen adar mardul bat aukeratu eta 15 cm inguruko muturra ebaki,n,eus-30-09374646-n
654,mundu,1,intsektuen mundua,n,eus-30-09480809-n
655,puska,5,granito puska bat behar izan zuen,n,eus-30-09385911-n
656,zati,10,"zientzia modernoaren arabera, materia mota guztia osagai edo zati txikiagoz osaturik dago",n,eus-30-09385911-n
657,elektroi,1,argiaren eraginez zenbait materialek elektroiak aska ditzake,n,eus-30-09271904-n
658,masa,3,izotz masa izugarria,n,eus-30-09348055-n
659,gorputz,6,"karga negatibo, edo elektroiak, gorputz batetik bestera aldatzen direnean korronte elektrikoa sortzen dela esaten dugu",n,eus-30-09224911-n
660,harri,1,"manifestariek harriak eta botilak jaurti zizkieten, eta poliziek gas negar eragilea",n,eus-30-09416076-n
661,eragile,1,baina zein da materiaren aldaketa hauen guztien motore edo eragilea?,n,eus-30-09190918-n
662,Vietnam,1,Vietnam eta atzerriko langile ugari ari da lanean uholdeek kaltetutakoei laguntzeko,n,eus-30-09163192-n
663,Venezuela,1,beste 773 kargu publiko ere aukeratu zituen Venezuelako herriak,n,eus-30-09161803-n
664,Uruguai,1,Bilbao-Bizkaia Ur Partzuergoak Uruguaiko Maldonado departamenturako adjukazio kontratu bat sinatu berri du,n,eus-30-09160295-n
665,Turkia,1,ez da hor amaitu Turkiako Estatuak islamisten aurka daraman borroka,n,eus-30-09039411-n
666,Siria,1,Baxar Al Asad Siriako lehendakariak bat egin zuen Hosni Mubaraken goi-bilera eskariarekin,n,eus-30-09033333-n
667,Suitza,1,Suitzako itzulian nekatuta nenbilen eta erretiratu egin behar izan nuen,n,eus-30-09031653-n
668,Katalunia,1,egoera larrian dago nazionalismo independentista Katalunian,n,eus-30-09028062-n
669,Espainia,1,Izaskun Aranburu pasaitarra K-4 500 metroko finalean zortzigarren sailkatu zen atzo Espainiako taldearekin,n,eus-30-09023321-n
670,Latinoamerika,1,"OEAri eskatu diote zigorrak aztertzeko, baina Latinoamerikako herriek ezetz esan dute",n,eus-30-09022831-n
671,Letonia,1,Letoniako hizkuntz lege berria gaur jarriko da indarrean,n,eus-30-09013074-n
672,Estonia,1,48 ordu eman zizkien atzo Estoniatik alde egin zezaten,n,eus-30-09012297-n
673,Bielorrusia,1,Bielorrusiak eta Errusiak diru bakarra izango dute 2005ean,n,eus-30-09011151-n
674,Portugal,1,"Angola 1974 arte, Portugalen kolonia izan zen",n,eus-30-08984788-n
675,Polonia,1,talde anarkistako kideek su eman zioten atzo goizaldean Poloniak Atenasen duen enbaxadako kide baten autoari,n,eus-30-08982587-n
676,Peru,1,"Venezuela, Kolonbia, Ekuador, Bolivia eta Peruk osatzen dute Andeetako Komunitateak",n,eus-30-08979054-n
677,Paraguai,1,"honen arabera Txile, Argentina, Bolivia, Brasil, Paraguai eta Uruguaiko diktaduretako polizia sekretuek bat egin zuten ezkerreko militanteak atzemateko",n,eus-30-08978343-n
678,Pakistan,1,Gasherbrum II mendian Felix anaia hil zitzaionetik oso une gogorrak igaro ditu Pakistan aldean,n,eus-30-08975902-n
679,Nigeria,1,bi urteetan horrelako ezbehar ugari gertatu dira Nigerian oliobideen egoera kaskarrarengatik,n,eus-30-08973776-n
680,Luxenburgo,1,Espainiako Gobernuak erabaki hori Luxenburgoko Justizia Auzitegiaren aurrean errekurritu zuen,n,eus-30-08960987-n
681,Libia,1,Jasser Arafat Libiako presidente Muammar el Gaddafirekin adiskidetu zen,n,eus-30-08959683-n
682,Libano,1,"haren hitzetan, Xebaako landetxeak Libanorenak dira eta Israelek lehenbailehen alde egin beharko luke bertatik",n,eus-30-08957381-n
683,Frantzia,1,Frankiz Breizh erakundeko Pierre Fourelek 'Frantziako populuek lurraldetasunerako eskubidea' dutela aldarrikatu du,n,eus-30-08929922-n
684,Irak,1,urte horretan beste bost militar britainiar hil zituen Irak inguruan,n,eus-30-08913434-n
685,Iran,1,Israelen alde espiatzeaz akusatutako 12 lagun espetxera zigortu dituzte Iranen,n,eus-30-08910668-n
686,Indonesia,1,"Timorreko ordezkaritzako kideek azaldu dutenez, Indonesiaren aldeko miliziek Diliko boxeo jimnasioa txikitu zuten",n,eus-30-08907606-n
687,India,1,"azokara sartu ziren eta tiroka hasi ziren, Indiako Gobernuko iturriek adierazi zutenez",n,eus-30-08900535-n
688,Eskozia,1,"Eskozia, Britainia Handia eta beste zenbait lurraldetako sindikatuak daude kongresuan ordezkatuta",n,eus-30-08890097-n
689,Bolivia,1,"Bolivia eta Peruko mugan dago Ilave herria, eta bi lurraldeak lotzen dituzten garraio sareak itxita izan dituzte hilabetez",n,eus-30-08852843-n
690,Kanada,1,"Kanadak ordea, 2010. urteko Neguko Jokoak eskatu ditu",n,eus-30-08820121-n
691,Kroazia,1,Jugoslaviaren berriz NBEn sartzea pozez hartu dute Kroaziako agintariek,n,eus-30-08815858-n
692,Jugoslavia,1,"Gobernuak genozidiotzat jo zuen Jugoslaviako gerra, eta mila medikuren doako laguntza eskaini zuen Kosovoko iheslari albaniarrez arduratzeko",n,eus-30-08816236-n
693,Errumania,1,Errumania EB Europako Batasunean sartzeko hurrengo hautagaien artean dago,n,eus-30-08813978-n
694,Palestina,1,Israel giza eskubideak urratzen ari da Palestinako lurraldeetan,n,eus-30-08798771-n
695,Israel,1,Israelek 1967an okupatu zuen Jerusalem ekialdea,n,eus-30-08792548-n
696,Grezia,1,"boterearen itxura apaintzeko eta edertzeko, Greziak Akropoliarekin egin zuen bezala",n,eus-30-08780881-n
697,Eritrea,1,Eritreako Gobernuak argi esan zuen atzo gerra ez dela amaituko bere lurraldetik Etiopiako tropek alde egin arte,n,eus-30-08777544-n
698,Etiopia,1,Eritreak dio gerra ez dela amaituko Etiopia erretiratu ezean,n,eus-30-08778061-n
699,Suedia,1,"Suedian, berriz, Haiderrek zioenez, neonaziak kalera atera dira",n,eus-30-08765890-n
700,Danimarka,1,Euroaren aurkakoak behera doaz inkestetan Danimarkan,n,eus-30-08761244-n
701,Nikaragua,1,Nikaraguako konsula Espainian izana da eta baita Panamak Libian duen enbaxadako agregatua,n,eus-30-08738820-n
702,Kolonbia,1,Kolonbia eta hango egoera gatazkatsua izan dira herenegun egunkarian,n,eus-30-08732116-n
703,Txile,1,buru ohia 1973-1990eko diktadurako krimenengatik Txilen epaitzean Txileko Gobernuak 'lasaitasuna' eskatu zuen,n,eus-30-08720481-n
704,Kamerun,1,Kamerunek talde ona duela ere esan zuen,n,eus-30-08717209-n
705,Bulgaria,1,"Petur Mladenov hil da, Bulgariako azken presidente komunista",n,eus-30-08714132-n
706,eremu,12,Saharako eremuetan ere kazkabarra hastera zihoala zirudielarik,n,eus-30-08683548-n
707,Mendebalde,4,"Mendebaldeko herrien arabera, auzia ez da garbia izan",n,eus-30-08561835-n
708,joera,10,"bankuak finantza merkatuetan esku-hartzea, euroaren joera aldaketa horri laguntzeko",n,eus-30-08681777-n
709,landa,5,aza landatzeko lurra da hori,n,eus-30-08674739-n
710,landa,5,"bigarren inausketa, berriz, saila landatu eta handik 13-15 urtera egin behar da",n,eus-30-08674739-n
711,herri,13,1.100 biztanleko herri bateko bi mutil erremonteko buruz buruko finalera iristea ez da askotan gertatzen,n,eus-30-08672738-n
712,udalerri,3,"ezkerrak 6 udalerri bereganatu zituen, eskuinak 5 eta zentroko alderdiek 7",n,eus-30-08672199-n
713,herri,8,lantegira iristeko herria zeharkatu behar izaten dute,n,eus-30-08665504-n
714,goi,1,"Ertzaintzaren arabera, indar handiko suziri bat bota zioten, banketxearen eta goiko etxebizitza baten leihoak hautsiz",n,eus-30-08663860-n
715,goi,3,"Ertzaintzaren arabera, indar handiko suziri bat bota zioten, banketxearen eta goiko etxebizitza baten leihoak hautsiz",n,eus-30-08663354-n
716,geltoki,3,"ondoren, geltokian lo; inoiz hartuko ez dudan trenaren zai",n,eus-30-08656893-n
717,estatu,5,bere estatua hegoaldean dago,n,eus-30-08654360-n
718,probintzia,2,Guangxi probintziako gobernadore zen orduan Chen,n,eus-30-08654360-n
719,irteera,6,irteeratik etapa urduria izan da,n,eus-30-08653873-n
720,huts,6,"merkurioaren zati bat ontzira etorri zen, baina tutu bertikalaren goian geratu zen espazioan hutsa zegoen",n,eus-30-08653474-n
721,aire,4,"airetik ateratako Ringaryden ikuspegia, Selanderschen landetxea ere agertzen zenekoa, lehena izan zen agortzen",n,eus-30-08653314-n
722,eremu,10,aldundiaren zerbitzuen jarduera materialak kudeatzeko eremu edo toki zehatzetan,n,eus-30-08652970-n
723,gune,7,autoak aparkatzeko gune gehiago egiteak ez du arazoa konpontzen,n,eus-30-08652970-n
724,mendi,1,"Aralar inguruko Nafarroako Larrungo bailarako herrietakoek, mendian, komunalak ziren belar lurretan eduki izan dituzte libre artaldeak",n,eus-30-08644722-n
725,babes,15,"taldeetako zuzendariak eta txirrindulariek erabaki horren aurka agertu ziren, batik bat erabaki hori babesik gabeko gune batean hartu zelako, eta txirrindulariek hotz handia pasatu behar izan zutelako",n,eus-30-08643933-n
726,ontziola,2,"La Navalek, mundu osoan ontzi hauek egiteko ahalmena duen ontziola bakarrenetakoa izanik",n,eus-30-08640392-n
727,portu,2,"erregaien prezioek izan duten igoerak euren lanbidean duen eraginaz kezkaturik, arrantzaleak Frantziako zenbait portu ixten hasi ziren",n,eus-30-08639058-n
728,eremu,9,"gobernuak esan duenez, herrialdeko eremu ugari daude uraren azpian eta datorren asteetan ere hala egongo dira",n,eus-30-08630039-n
729,bazter,8,"Biarno aldera abiatu nintzen eguraldiaz, lurraldeaz, koloreaz, Pabe hiriaz eta bazter ederrez gozatzeko",n,eus-30-08630039-n
730,udal,6,gehienetan pregoilaria udaleko alguazila izaten zen,n,eus-30-08626283-n
731,udal,6,nekazaritza eta abeltzaintza dira udalerriko ekonomi jarduera nagusiak,n,eus-30-08626283-n
732,ezker,1,Alaves Salcedok Holandako egonaldia gal dezake ezker hankan duen tendinitisa dela eta,n,eus-30-08625462-n
733,ezkerralde,1,Supersonikoaren ezkerraldeko lurreraratze tresneriaren pneumatiko baten lehertu zen,n,eus-30-08625462-n
734,eskuin,3,"Idiakez, min hartuta dago eta atzo korrika aritu zen, eta Rekartek, berriz, zelai erdian eskubitik jokatu zuen",n,eus-30-08625073-n
735,postu,4,"beste bost postu kendu dituzte n Crossmaglengo dorrea okupazio militarraren ikurra zen irlandar nazionalistentzat n Eraistea txalotu dute SDLPk eta Sinn Feinek, baina desmilitarizazio azkarragoa nahi dute",n,eus-30-08624385-n
736,puntu,8,hiri osoa ikus zitekeen punturaino urrundu zen,n,eus-30-08620061-n
737,plaza,1,herriko plaza neska-mutilez bete eta txirrikila txapelketa antolatzen da,n,eus-30-08619795-n
738,ibilbide,3,"tropelak 128 kilometroko ibilbidea osatu beharko du, eta lau aldiz igoko dute Garateko gaina",n,eus-30-08616311-n
739,bide,17,haize bolada indartsu batek jo eta hegazkina bere bidetik atera zen aireratzen ari zen unean,n,eus-30-08616311-n
740,soro,2,"esaten zuenez, lehen 'Kaballeriak' zelaietatik eta soroetatik bidaltzeko erabiltzen zen",n,eus-30-08598301-n
741,lerro,15,"horizontea lerro gorria besterik ez zenean begiratu zuen atzera, inoiz itzuliko ez zelako begiratu lehor eta saminik gabekoaz",n,eus-30-08593262-n
742,muga,12,"alabaina, gure behaketek geure planetaren mugak gainditzen ez badituzte bakarrik iristen gara ondorio honetara",n,eus-30-08593130-n
743,erresuma,3,"Nafarroako Erresuma Erdi Aroko erresuma bat izan zen (IX eta XVI. Mendeen artekoa), Iruñea hiriburu zuena",n,eus-30-08591269-n
744,industrialde,1,"ekimen honen bultzatzaileak bi enpresari izan dira, hauetako batek Abendañoko industrialdean dauden enpresetariko batekin lotura du",n,eus-30-08587985-n
745,helmuga,2,"156 kilometro bete beharko dituzte txirrindulariek eta helmugarako 21 kilometro faltan, bigarren mailako Cruz de Hierro mendatea igo beharko dute",n,eus-30-08571459-n
746,zelai,14,"bestalde, Rojoren taldea ondo kokatuta egon zen zelaian, eta ederto egin zuen presioa",n,eus-30-08570758-n
747,mutur,16,uhartea ingeles-normandiar uharteetatik 20 kilometro mendebaldean eta La Hagueko kosta muturretik 35 kilometro itsasaldera aurkitzen da,n,eus-30-08568978-n
748,marko,6,"bi informatzaile grafikok hartutako mitin politiko baten irudiak marko berean lortutako argazkiak dira, eta hala ere ez dute informazio bera jasotzen",n,eus-30-08568256-n
749,inguru,4,ingurune lehorra atsegin du armiarmak,n,eus-30-08567235-n
750,mutur,15,uhartea ingeles-normandiar uharteetatik 20 kilometro mendebaldean eta La Hagueko kosta muturretik 35 kilometro itsasaldera aurkitzen da,n,eus-30-08566884-n
751,bukaera,10,beste indar handiago batek bukaerarik gabeko zirudien tunel barrura bultzatzen zuen,n,eus-30-08565894-n
752,amaiera,14,"eremua berriz ere lautada monotono bat zen, esparruaren amaieran bakarrik ikus zitekeen lerro urdin urrun bat",n,eus-30-08565894-n
753,hegoalde,1,Nafarroako hegoaldean oraindik erabiltzen da zanbonba arrunta zarata ateratzeko eta kantuaren erritmo lagungarritzat,n,eus-30-08563085-n
754,hego,3,"izan ere, UNITAren kontrolpean dira hego eta ipar Lundako barnealdea eta diamante meategiak",n,eus-30-08563085-n
755,iparralde,1,"bakea sinatu arren, Etiopiak kontrolpean izango ditu iparraldeko frontean berreskuratu dituen lurraldeak eta Zalambessa",n,eus-30-08562990-n
756,ipar,1,UNITAren kontrolpean dira hego eta ipar Lundako barnealdea eta diamante meategiak,n,eus-30-08562990-n
757,Ekialde,1,Asiako kulturen gizarteare oinordekotzat hartzen diren lurraldeak (batez ere Asia)Ekialde Ekialderanzko zabaltzea,n,eus-30-08562620-n
758,lur,2,"hegazti gortesaugoak zeruaren eta lurraren arteko mandatariak, berpiztearen errepresentazioak dira",n,eus-30-08562067-n
759,etxe,9,gaztelua da ingeles baten etxea,n,eus-30-08559508-n
760,erresuma,2,Argantzun Trebiño bezala Nafarroako erresumako parte izan zen eta 1194an Antso VI.a Jakitunak forua eman zion,n,eus-30-08558155-n
761,herri,10,sortu zen herrira itzuli zen,n,eus-30-08544813-n
762,herri,10,gogorra da estaturik gabeko herrialdea izatea,n,eus-30-08544813-n
763,estatu,6,"1977ko urtarriletik aurrera, estatu mailan egin zituen negoziazioetan lortu zuen berak ezarritako baldintzak nahiz epeak oposizioak onartzea",n,eus-30-08544813-n
764,nazio,3,"Argentinara ez da oraindik profesionaltasuna heldu, eta, ondorioz, selekzioko hainbat jokalarik alde egin dute beste nazioetara",n,eus-30-08544813-n
765,bihotz,6,sagarraren bihotza,n,eus-30-08524262-n
766,auzo,7,"tentsio handia espero da gaur Belfasteko Shankill auzo protestantean, UVFk bere kide izandako bati omenaldia egin nahi baitio",n,eus-30-08540532-n
767,auzo,1,"tentsio handia espero da gaur Belfasteko Shankill auzo protestantean, UVFk bere kide izandako bati omenaldia egin nahi baitio",n,eus-30-08537837-n
768,hiri,2,hiria kale estu eta karrika meharrez beteta dago eta erromatarren garaian ere existitzen zen,n,eus-30-08524735-n
769,gune,12,"Algortaren bihotz historikoa, auzokideen bizilekua, sozializazio eta aisialdi gunea",n,eus-30-08523483-n
770,hiriburu,1,"bi agintariek ekainaren 14an egin zuten goi bilera Piongiangen, Ipar Koreako hiriburuan, eta ituna izenpetu zuten",n,eus-30-08518505-n
771,kontrol,10,talde armatu batek kontrol faltsu bat jarri zuen atzo Kolonbiako Cesar departamenduan,n,eus-30-08517825-n
772,bihotz,11,geologoek aspaldian sinetsi dute Lurraren bihotza osatzen duen bola solidoa eta esferikoa dela,n,eus-30-08516584-n
773,muga,3,"baina lehenago, muga pasatu bezain laster, Pirinioen bestaldean, Donibane Garazin, bere adiskide Alejandro Zaballaren etxea bisitatzen du",n,eus-30-08512259-n
774,aurpegi,8,"Piezaren gainerako aurpegiak proiektatzeko, horizontalarekin <formula>&</formula> angelua osatzen duten iheslerroak marrazten dira",n,eus-30-08510666-n
775,aberri,1,"jendea ukabilak jasota , 'aberria ala hil' oihuka",n,eus-30-08510169-n
776,iturri,21,okerrik txikiena zaizu kezka-iturri latza!,n,eus-30-08507558-n
777,jatorri,10,EBren Oinarrizko Eskubideen Agiriak soil-soilik jatorria Bruselan duten legeei eragingo die,n,eus-30-08507558-n
778,eremu,5,Saharako eremuetan ere kazkabarra hastera zihoala zirudielarik,n,eus-30-08505573-n
779,zuzenbide,4,gutunak idazteko bere zuzenbidea eskatu nion,n,eus-30-08491027-n
780,etxe,13,Lekeitio da haren etxea,n,eus-30-08490199-n
781,egoitza,4,Atlanta aukeratu dute Joko Olinpikoen egoitza izateko,n,eus-30-08481184-n
782,boto,3,Kerry Ohion izan da boto beltza delakoa erakarri asmoz,n,eus-30-08480662-n
783,bilera,3,lagun artean egiten ditugun bileretan Joxe izaten da txiste-kontalaria,n,eus-30-08478371-n
784,emakume,1,"gizon/emakume problema, beti antzina-antzinakoa eta berri-berria",n,eus-30-08477634-n
785,emakumezko,1,"gizonezkoen eta emakumezkoen arteko berdintasuna arlo guztietan bermatuko da, baita lan arloan ere",n,eus-30-08477634-n
786,mugimendu,8,Franco hil ondoko lehen urteetan Hego Euskal Herriko hainbat alkatek 'alkateen mugimendua' eratu zuten,n,eus-30-08464601-n
787,datu-bilketa,1,datu-base honek gero aukera ugari emango dizkigu datuen azterketa sakonagoa egiteko,n,eus-30-08462320-n
788,joera,9,"demokraten artean Vietnamgo gerrako azken urteotan izan zen ezker liberalaren joera, zein gerraren kontrakoa baitzen, desagertu egin da",n,eus-30-08461595-n
789,ibilbide,2,"herritik hau aldentzearekin desagertu egiten da Udal Bandatik Antsorena deitura, hamarkada batean zehar bere ibilbidea egin ondoan",n,eus-30-08377085-n
790,bide,16,gobernuak bide tinkoari eutsi zion,n,eus-30-08377085-n
791,lege,5,"legean zein praktikan, etorkinak iraizteko aukerak ezin konta ahalak dira",n,eus-30-08441203-n
792,zuzenbide,2,"Ibarrak ere, 1981ean aurkeztu zuen Bizkaiko Foru Zuzenbidea eguneratzeko aurreproiektuan, Bizkaiko zuzenbidea hartzeko aukera proposatzen du",n,eus-30-08441203-n
793,egitura,9,"gauden batasun honen barruan eginkizun berezia daukagu, lan politiko bat daraman egitura bakarra baikara",n,eus-30-08436036-n
794,erakunde,7,"esan daiteke Zuzenbide Publiko osoa ezabatua geratu zela, eta haren ondoren sortu ziren beste erakundeak jatorrizko Foru-sistematik kanpo sortutakoak direla",n,eus-30-08436036-n
795,instituzio,6,PPk EHrekin itunak izatea egotzi zion eta Udalbiltza egungo instituzioen pareko dela EAJrentzat,n,eus-30-08436036-n
796,sistema,6,"gizarteratua orain berriz, azkenik, lortu dut sistemaren artalde horretan sartzea",n,eus-30-08435388-n
797,sare,8,"antzoki zerrenda eta sarean ziren talde mordoska, oholtzatik kanpo utzi zituen planak",n,eus-30-08434259-n
798,zerrenda,9,"dorsalen zerrenda berriaren arabera, Guerrerok eta Antiak 8 eta 12 zenbakiekin segituko dute",n,eus-30-08433575-n
799,maila,10,bi informatzaile grafikok hartutako mitin politiko baten irudi horietako batean jendeak okupatutako mailak hutsune handiekin ikusten da,n,eus-30-10710509-n
800,lerro,21,"atzekaldean lauko lerroa osatuko dute Garai, Galdames, Matxon eta Gurrutxagak",n,eus-30-08430568-n
